Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
allen overy shearman sterling llp,19,21,47.5,3,20,19,"a & o shearman, a&o shearman, a&o shearman llp, allen & overy, allen & overy llp, allen and overy llp, allen llp, allen overy llp, allen overy shearman sterling llp, allen solicitors ltd, messrs allen and overy llp, shearman & sterling (london) llp, shearman & sterling llp","{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/209.html"", ""role"": ""first appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1550.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/562.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/695.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1017.html"", ""role"": ""applicant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1058.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1257.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1318.html"", ""role"": ""second appellant/cross respondent"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/226.html"", ""role"": ""respondent/claimant"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/480.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/556.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/119.html"", ""role"": ""claimants in lenders action"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1248.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1296.html"", ""role"": ""applicant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/130.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/191.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/21.html"", ""role"": ""interested party"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/42.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/449.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1486.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/428.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1801.html"", ""role"": ""first appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1899.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/220.html"", ""role"": ""first and second respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1361.html"", ""role"": ""claimant / respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/38.html"", ""role"": ""first and second appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/768.html"", ""role"": ""claimant/respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1.html"", ""role"": ""intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1037.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1707.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/521.html"", ""role"": ""first respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/574.html"", ""role"": ""claimant/appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1163.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1875.html"", ""role"": ""intervener"", ""outcome"": ""granted"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/501.html"", ""role"": ""second appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/718.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/790.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/102.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1478.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/701.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/745.html"", ""role"": ""united nations special rapporteur on trafficking in persons"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/876.html"", ""role"": ""1st to 15th respondents - barclays bank plc & ors"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/876.html"", ""role"": ""1st to 13th respondents - barclays bank plc & ors and 1st to 2nd proposed objectors \u0096 barclays bank plc & ors"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
allington hughes,2,0,100.0,0,1,1,"allington hughes, allington hughes law","{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/386.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/224.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
alpha rocks solicitors,2,0,100.0,0,2,0,alpha rocks solicitors,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1528.html"", ""role"": ""applicants/defendants"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/685.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
alsters kelley solicitors,1,0,100.0,0,1,0,alsters kelley solicitors,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/741.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
alston & bird (city) llp,0,1,0.0,0,0,1,alston & bird (city) llp,"{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1172.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
alterman solicitors,1,0,100.0,0,0,1,alterman solicitors,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/798.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
aman solicitors,1,2,33.33,0,2,1,"aman solicitors, aman solicitors advocates","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1072.html"", ""role"": ""applicant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/243.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/118.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
amjad malik solicitors,0,1,0.0,0,1,0,amjad malik solicitors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/184.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
amv law,1,0,100.0,0,1,0,amv law,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2212.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
amz law,1,3,25.0,0,4,0,amz law,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/78.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/54.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/899.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1091.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
an nhs foundation,0,2,0.0,0,1,1,"an nhs foundation, nhs shared services partnership legal & risk services","{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1215.html"", ""role"": ""1st respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/15.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
andrew storch solicitors,1,4,20.0,0,5,0,andrew storch solicitors,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1239.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/254.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/255.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/896.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/109.html"", ""role"": ""claimant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
ann l humphrey solicitors,1,0,100.0,0,0,1,ann l humphrey solicitors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1845.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
anthony collins llp,1,2,33.33,1,2,1,"anthony collins llp, anthony collins solicitors, anthony collins solicitors llp","{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/655.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1249.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1621.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1641.html"", ""role"": ""first intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}]}"
anthony gold solicitors llp,5,5,50.0,2,7,2,"anthony gold, anthony gold solicitors, anthony gold solicitors llp","{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1213.html"", ""role"": ""intervener, the residential landlords' association, by written submissions"", ""outcome"": ""granted"", ""result"": ""Neutral""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2047.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1523.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1539.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/542.html"", ""role"": ""first intervener"", ""outcome"": ""granted"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/760.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/854.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1416.html"", ""role"": ""housing law practitioners association"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/224.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/733.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/605.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1530.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
anthony jeremy,1,0,100.0,0,1,0,anthony jeremy,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/667.html"", ""role"": ""applicant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
anti trafficking,1,0,100.0,0,1,0,anti trafficking,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/33.html"", ""role"": ""appellants/claimants"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
anti trafficking and labour exploitation unit,1,1,50.0,0,2,0,"anti-trafficking and labour exploitation unit, atleu at islington law centre","{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/280.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/32.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
appleman legal,0,1,0.0,0,1,0,appleman legal,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1067.html"", ""role"": ""applicant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
appleyard lees solicitors,1,0,100.0,0,1,0,appleyard lees solicitors,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/95.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
applicant,0,3,0.0,0,3,0,"appellant, applicant, applicant in person","{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1040.html"", ""role"": ""applicant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2374.html"", ""role"": ""applicant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/468.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
arani solicitors,0,2,0.0,0,2,0,arani solicitors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/41.html"", ""role"": ""1st appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/278.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
arc pensions law llp,0,1,0.0,0,0,1,arc pensions law llp,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/867.html"", ""role"": ""second respondent, a representative member of the britvic pension plan"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
archerfield partners llp,3,1,75.0,0,2,2,"archer fields, archerfield partners llp","{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1093.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/353.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/557.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/823.html"", ""role"": ""applicant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
ardens,1,0,100.0,0,0,1,ardens,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/702.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
ardent law,0,1,0.0,0,1,0,ardent law,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1846.html"", ""role"": ""claimant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
arkrights solicitors,0,9,0.0,0,8,1,arkrights solicitors,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/53.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1247.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/942.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/379.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/529.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1334.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/23.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/489.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/497.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
arlington crown solicitors,1,0,100.0,0,0,1,arlington crown solicitors,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2695.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
armstrong solicitors limited,1,3,25.0,0,4,0,"armstrong solicitors limited, armstrongs solicitors limited, armstrongs solicitors ltd","{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/366.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/141.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/764.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/414.html"", ""role"": ""appellants."", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
armstrong teasdale ltd,1,0,100.0,0,0,1,armstrong teasdale ltd,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/86.html"", ""role"": ""2nd to 4th respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
arnold & porter kaye scholer (uk) llp,1,6,14.29,0,2,2,"arnold & porter kaye scholer (uk) llp, arnold & porter kaye scholer llp, arnold &porter kaye scholar (uk) llp","{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/588.html"", ""role"": ""czech republic"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1471.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1518.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/742.html"", ""role"": ""guaid\u00f3 board"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2135.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1249.html"", ""role"": ""\""guaid\u00f3 board\"" of the central bank of venezuela"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/449.html"", ""role"": ""first appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
arora lodhi heath,0,1,0.0,0,1,0,arora lodhi heath,"{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/5.html"", ""role"": ""applicant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
artis legal,1,0,100.0,0,1,0,artis legal,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/841.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
asb law llp,1,0,100.0,0,0,1,"asb law llp, origin two, 106 high street, crawley, west sussex, rh10 1bf","{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/551.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
asghar & co,0,1,0.0,0,1,0,asghar & co,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/799.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
ash solicitors,1,0,100.0,0,0,1,ash solicitors for appellant ms tina conlan (instructed by hb public law,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1476.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
ashfield and mansfield shared legal service,0,1,0.0,0,0,1,ashfield & mansfield shared legal service,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/4.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
ashfield and mansfield shared legal services,1,0,100.0,0,0,1,ashfield and mansfield shared legal services,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/873.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
ashfords llp,5,5,50.0,1,4,6,"ashfords llp, ashfords llp, taunton","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/174.html"", ""role"": ""interested parties"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/677.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/747.html"", ""role"": ""second respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/13.html"", ""role"": ""defendant/respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1396.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1641.html"", ""role"": ""respondents in shannon"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2298.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1707.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1187.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/313.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/699.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
