Law_Firm,Wins,Losses,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Cases,Win_Rate
general counsel and solicitor to hm revenue,49,23,0,19,53,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/713.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1105.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/485.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/19.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/157.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/761.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/663.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/809.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/1299.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/447.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/782.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1982.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/54.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1899.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1756.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1116.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/2124.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/46.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/952.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/549.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/31.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/1106.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/135.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/1794.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/45.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/847.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/2348.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/17.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/2204.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/315.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/1221.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/818.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/841.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1010.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/826.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/474.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1610.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/554.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1392.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/485.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/353.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/747.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/156.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/849.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1860.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/854.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/93.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/1419.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/874.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/299.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/550.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/243.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/663.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/547.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/1705.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/569.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/452.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/186.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/174.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/942.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/584.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/910.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/330.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/501.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/232.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1076.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/497.html'], 2024: ['https://www.bailii.org/ew/cases/EWCA/Civ/2024/995.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/652.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/300.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/293.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2025/399.html']}",68.05555555555556
customs,66,27,0,23,70,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/713.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/1306.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/747.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/95.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/49.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/485.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/19.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/157.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/1014.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/1294.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/761.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/663.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/809.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/1299.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/447.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/15.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/782.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1982.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/54.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1899.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1756.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1116.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/2124.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/46.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/952.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/549.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/31.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/2210.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/1106.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/135.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/1794.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/2408.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/45.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/847.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/2348.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/17.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/2204.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/315.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/1221.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/818.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/841.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1010.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/826.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/474.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1610.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/554.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1392.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/485.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/353.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/747.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/156.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/849.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1860.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/854.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/93.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/1419.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/889.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/874.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/299.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/550.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/243.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/663.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/547.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/1705.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/569.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/452.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/283.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/186.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/174.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/942.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1124.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1804.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1043.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/584.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/910.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/232.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/19.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1076.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/330.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/501.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/502.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/3.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/114.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/1281.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/106.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/497.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/261.html'], 2024: ['https://www.bailii.org/ew/cases/EWCA/Civ/2024/995.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/652.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/300.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/293.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2025/399.html']}",70.96774193548387
jurit llp,0,1,0,0,1,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/293.html']},0.0
dallas & co solicitors,0,0,1,0,0,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/293.html']},
astute law limited,0,1,0,1,0,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/190.html']},0.0
taylor wessing,2,1,0,1,2,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/780.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/406.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/190.html']}",66.66666666666666
rainer hughes solicitors,0,2,0,2,0,"{2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/619.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/264.html']}",0.0
boyes turner solicitors,1,0,0,0,1,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/264.html']},100.0
south east water limited,1,0,0,1,0,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/287.html']},100.0
dentons uk & middle east llp,1,2,0,1,2,"{2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1187.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1077.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/287.html']}",33.33333333333333
saj legal,1,0,0,1,0,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/347.html']},100.0
powell gilbert llp,6,8,0,8,6,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/556.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/781.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/1214.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1053.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/266.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/673.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/440.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1003.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1462.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1502.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/637.html'], 2024: ['https://www.bailii.org/ew/cases/EWCA/Civ/2024/396.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/193.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2025/480.html']}",42.857142857142854
gowling wlg (uk) llp,14,10,3,10,14,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/602.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/169.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/455.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/147.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/92.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/1420.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1277.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1020.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/671.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/90.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/912.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/904.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1417.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/359.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/370.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/699.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/105.html'], 2024: ['https://www.bailii.org/ew/cases/EWCA/Civ/2024/571.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/843.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/1453.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/743.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/158.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/842.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/420.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/562.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2025/193.html']}",58.333333333333336
osborne clarke llp,6,5,0,1,10,"{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2344.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/497.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/501.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/31.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1411.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/189.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/1482.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/772.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/825.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/980.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/193.html']}",54.54545454545454
one legal,1,2,0,2,1,"{2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1392.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/101.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/259.html']}",33.33333333333333
wildan legal solicitors,0,1,0,1,0,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/215.html']},0.0
russell cooke llp,1,0,0,0,1,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/200.html']},100.0
"paris smith, winchester",1,0,0,0,1,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/344.html']},100.0
miles and partners llp,0,1,0,1,0,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/485.html']},0.0
hill dickinson llp,11,18,0,15,14,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/331.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/1287.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/588.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/90.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/1294.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/120.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1131.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1706.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/82.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/882.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/1100.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/2760.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1245.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1102.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/2203.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/1563.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/358.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/770.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1187.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/187.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1312.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1051.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1061.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/261.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/885.html'], 2024: ['https://www.bailii.org/ew/cases/EWCA/Civ/2024/605.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/1466.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/895.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/485.html']}",37.93103448275862
haringey council legal services,1,1,1,0,2,"{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1340.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/485.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2025/746.html']}",50.0
pinder reaux and associates,0,1,0,1,0,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/391.html']},0.0
freshfields llp,2,1,0,2,1,"{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/475.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2025/669.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2025/480.html']}",66.66666666666666
richard buxton solicitors,8,12,0,16,4,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/716.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1962.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1826.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1543.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/302.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/1179.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/1588.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/241.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/592.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/2.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/398.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/101.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2023/172.html'], 2024: ['https://www.bailii.org/ew/cases/EWCA/Civ/2024/168.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/960.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/1603.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/145.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/420.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2024/433.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/489.html']}",40.0
geldards llp,4,5,0,3,6,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/745.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/18.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1768.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1096.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/1440.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/1182.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1579.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/763.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/489.html']}",44.44444444444444
kesar & co solicitors,1,0,0,1,0,{2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/367.html']},100.0
irwin mitchell,8,6,0,9,5,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/598.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/1407.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1375.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/1221.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/365.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/323.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/431.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/377.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/502.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/1704.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/1377.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/882.html'], 2024: ['https://www.bailii.org/ew/cases/EWCA/Civ/2024/1462.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/447.html']}",57.14285714285714
weightmans,2,3,1,2,3,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/408.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1632.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/78.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/1435.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/711.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/447.html']}",40.0
bristows llp,8,11,0,11,8,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/607.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/311.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/484.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/803.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/410.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/148.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1526.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/5.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/358.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/90.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/1635.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/1496.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/38.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/205.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/440.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1617.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/454.html'], 2024: ['https://www.bailii.org/ew/cases/EWCA/Civ/2024/1143.html'], 2025: ['https://www.bailii.org/ew/cases/EWCA/Civ/2025/380.html']}",42.10526315789473
