link,representation,law_firms
https://www.bailii.org/ew/cases/EWCA/Civ/2023/374.html,"Paul McGrath KC and Andrew Legg (instructed by Stephenson Harwood LLP) for the Appellant
Laurence Rabinowitz KC and Alexander Polley KC (instructed by Slaughter and May) for the Respondent

Hearing date : 29 March 2023","[('Stephenson Harwood LLP', 'Appellant'), ('Slaughter and May', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/398.html,"Mr Tim Baldwin and Ms Lara Simak (instructed by Watkins and Gunn) for the Claimant
Mr Andrew Lane and Mr Jack Barber (instructed by Thanet District Council Legal and Democratic Services)for the Defendant
The Interested Parties did not appear and were not represented
Hearing dates: 28 March 2023","[('Watkins and Gunn', 'Claimant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/497.html,"William Massey KC and Ben Elliott (instructed by Howes Percival LLP) for the Appellants
Aparna Nathan KC and Ishaani Shrivastava (instructed by The General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date: 20 April 2023","[('Howes Percival LLP', 'Appellants'), ('The General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/472.html,"Daniel Alexander KC and Anna Edwards-Stuart (instructed by Hogan Lovells International LLP and Wilmer Cutler Pickering Hale and Dorr LLP) for the Appellant
Michael Tappin KC, Stuart Baran and Alice Hart (instructed by Bristows LLP) for Sandoz
Justin Turner KC and Thomas Lunt (instructed by Pinsent Masons LLP) for Teva
Hearing dates : 19-20 April 2023","[('Hogan Lovells International LLP and Wilmer Cutler Pickering Hale and Dorr LLP', 'Appellant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/514.html,"Paul Brown KC and Leon Glenister (instructed by the Government Legal Department) for the Appellant
Katherine Traynor (instructed by Thomson, Snell and Passmore LLP) for the 1st Respondent.
The second respondent did not appear and was not represented.
Hearing date: 4 May 2023","[('the Government Legal Department', 'Appellant'), ('Thomson, Snell and Passmore LLP', '1st Respondent.')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/526.html,"Mr Tim Baldwin and Ms Lara Simak (instructed by Watkins and Gunn) for the Claimant
Mr Andrew Lane and Mr Jack Barber (instructed by Thanet District Council Legal and Democratic Services)for the Defendant
The Interested Parties did not appear and were not represented","[('Watkins and Gunn', 'Claimant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/637.html,"Adrian Speck KC and Ben Longstaff (instructed by Powell Gilbert LLP) for the Appellant
Andrew Lykiardopoulos KC and Edward Cronan (instructed by Kirkland and Ellis International LLP) for the Respondents
Hearing dates : 23-24 May 2023","[('Powell Gilbert LLP', 'Appellant'), ('Kirkland and Ellis International LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/626.html,"Amanda Brown KC and Conrad McDonnell (instructed by KPMG) for the Appellant
Julian Ghosh KC and Michael Ripley (instructed by Solicitor and General Counsel to the Commissioners for HMRC) for the Respondents
Hearing dates : 25 - 26 April 2023","[('KPMG', 'Appellant'), ('Solicitor and General Counsel to the Commissioners for HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/727.html,"Mr Wayne Beglan and Mr Jack Barber (instructed by Sharpe Pritchard LLP) for the Appellant
Mr Paul Brown KC and Mr Nicholas Grant (instructed by Government Legal Department) for the First Respondent
The Second Respondent did not appear and was not represented
Mr Richard Wald KC and Mr Jake Thorold (instructed by Legal Services Lincolnshire) for the First Intervener by written submissions only
Mr Alex Goodman KC and Mr Charles Bishop (instructed by Deighton Pierce Glynn) for the Second Intervener by written submissions only
Mr Wayne Beglan and Mr Jack Barber (instructed by Shared Legal Services for Wealden and Rother District Councils) for the Third Intervener by written submissions only
Hearing date: 12 June 2023","[('Sharpe Pritchard LLP', 'Appellant'), ('Government Legal Department', 'First Respondent'), ('Legal Services Lincolnshire', 'First Intervener by written submissions only'), ('Deighton Pierce Glynn', 'Second Intervener by written submissions only'), ('Shared Legal Services for Wealden and Rother District Councils', 'Third Intervener by written submissions only')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/695.html,"Jonathan Peacock KC and Sarah Black (instructed by Norton Rose Fulbright LLP) for the Appellant
Jonathan Bremner KC and Michael Ripley (instructed by Solicitor and General Counsel to the Commissioners for HMRC) for the Respondents
Hearing dates: 17 and 18 May 2023","[('Norton Rose Fulbright LLP', 'Appellant'), ('Solicitor and General Counsel to the Commissioners for HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/744.html,"Andrew Hogan (instructed by Hunt and Coombs LLP) for the Appellant
Robert Marven KC (instructed by Keoghs LLP) for the Respondent
Hearing date : 28/06/2023","[('Hunt and Coombs LLP', 'Appellant'), ('Keoghs LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/896.html,"Iain Colville (instructed by Holden & Co Solicitors) for the Appellant
Matt Hutchings KC and Tara O'Leary (instructed by Folkestone and Hythe District Council - Legal Services) for the Respondent
Hearing date: 4 July 2023","[('Holden & Co Solicitors', 'Appellant'), ('Folkestone and Hythe District Council - Legal Services', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/785.html,"Anthony Metzer KC and Alexander dos Santos (instructed by Paul Martin and Co Solicitors) for the First Appellants
Sam Thomas (instructed by Penningtons Manches Cooper LLP) 
for the First and Second Respondents
Hearing date: 18.01.2023","[('Paul Martin and Co Solicitors', 'First Appellants'), ('Penningtons Manches Cooper LLP', 'First and Second Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/924.html,"Catherine Rowlands (instructed by Manminder Mangat, Bi-borough Shared Legal Services) for the Appellant
Shu Shin Luh and Agata Patyna (instructed by Luke and Bridger Law) for the Respondent
Hearing date: 15 June 2023","[('Manminder Mangat, Bi-borough Shared Legal Services', 'Appellant'), ('Luke and Bridger Law', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/763.html,"Nicholas Saunders KC, Daniel Piccinin KC and Emma Mockford (instructed by Sidley Austin LLP) for the Appellants
Jon Turner KC and Josh Holmes KC for the Respondents with David Drake and Philip Woolfe (instructed by Peters and Peters Solicitors LLP) for the English Respondents, Julian Gregory (instructed by RPC LLP) for the Scottish and Northern Irish Respondents and Laura Elizabeth John and Ciar McAndrew (instructed by Geldards LLP) for the Welsh Respondents
Hearing dates: 7 and 8 June 2023","[('Sidley Austin LLP', 'Appellants'), ('Peters and Peters Solicitors LLP', 'English Respondents, Julian Gregory'), ('RPC LLP', 'Scottish and Northern Irish Respondents and Laura Elizabeth John and Ciar McAndrew'), ('Geldards LLP', 'Welsh Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/982.html,"Carine Patry KC and Yaaser Vanderman (instructed by Disclosure and Barring Service Legal Services) for the Appellant
JHB appeared in person 
Hearing date: 16 May 2023","[('Disclosure and Barring Service Legal Services', 'Appellant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1006.html,"Richard Handyside KC, James Cutress KC and Laurentia de Bruyn (instructed by Dentons UK and Middle East LLP) for the Appellant
James Drake KC and Douglas Grant (instructed by Walker Morris LLP) for the Respondents
Hearing date: 25 July 2023","[('Dentons UK and Middle East LLP', 'Appellant'), ('Walker Morris LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1179.html,"Jonathan Peacock KC, John Brinsmead-Stockham KC and Edward Hellier (instructed by Slaughter and May) for the Appellants
Rupert Baldry KC, Thomas Chacko and James Kirby (instructed by the Solicitor for HMRC) for the Respondents
Hearing dates : 25 & 26 July 2023","[('Slaughter and May', 'Appellants'), ('the Solicitor for HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1246.html,"James Stark and Tom Royston (instructed by Community Law Partnership) for the Appellant
Michelle Caney and Eloise Marriott (instructed by Dudley Metropolitan Borough Council (Law and Governance) for the Respondent
Hearing date: 11 October 2023","[('Community Law Partnership', 'Appellant'), ('Dudley Metropolitan Borough Council (Law and Governance', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1120.html,"Anthony de Garr Robinson KC, Sebastian Kokelaar and Stephen Ryan (instructed by Richard Slade and Company) for the Appellant
James Pickering KC and Samuel Hodge (instructed by Spring Law) for the Respondents
Hearing dates: 25-27 July 2023","[('Richard Slade and Company', 'Appellant'), ('Spring Law', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1193.html,"Hui Ling McCarthy KC, Michael Ripley and Edward Hellier (instructed by HMRC Solicitor's Office and Legal Services) for the Appellants
Rupert Baldry KC and Quinlan Windle (instructed by Norton Rose Fulbright LLP) for the Respondents
Hearing date: 5 October 2023","[(""HMRC Solicitor's Office and Legal Services"", 'Appellants'), ('Norton Rose Fulbright LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1281.html,"David Ewart KC and Sadiya Choudhury (instructed by the General Counsel and Solicitor for His Majesty's Revenue and Customs) for the His Majesty's Revenue and Customs (HMRC)
Kevin Prosser KC (instructed by KPMG LLP) for the Respondent (Euromoney)
Hearing dates: 18 October 2023","[(""the General Counsel and Solicitor for His Majesty's Revenue and Customs"", ""His Majesty's Revenue and Customs""), ('KPMG LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/876.html,"CA-2022-002002
Aidan Robertson KC, Victoria Wakefield KC, Benjamin Williams KC, Jamie Carpenter KC, David Bailey & Sophie Bird (instructed by Hausfield & Co LLP) for the Appellant - Evans
Brian Kennelly KC, Paul Luckhurst, Thomas Sebastian & Hollie Higgins (instructed by Baker McKenzie LLP; Allen & Overy LLP; Herbert Smith Freehills LLP; Slaughter and May; Macfarlanes LLP; Gibson, Dunn & Crutcher UK LLP; Latham & Watkins (London) LLP) for the 1st to 15th Respondents - Barclays Bank PLC & Ors
Daniel Jowell KC, Gerard Rothschild, Charlotte Thomas and Shail Patel (instructed by Scott + Scott UK LLP) for the 16th Respondent - O'Higgins
CA-2022-002003
Daniel Jowell KC, Gerard Rothschild, Charlotte Thomas (instructed by Scott + Scott UK LLP) for the Appellant - O'Higgins
Aidan Robertson KC, Victoria Wakefield KC, Benjamin Williams KC, Jamie Carpenter KC, David Bailey & Sophie Bird (instructed by Hausfield & Co LLP) for the 1st Respondent - Evans
Brian Kennelly KC, Paul Luckhurst, Thomas Sebastian & Hollie Higgins (instructed by Baker McKenzie LLP; Allen & Overy LLP; Herbert Smith Freehills LLP; Slaughter and May; Macfarlanes LLP; Gibson, Dunn & Crutcher UK LLP; Latham & Watkins (London) LLP) for the 1st to 13th Respondents - Barclays Bank PLC & Ors and 1st to 2nd Proposed Objectors  Barclays Bank PLC & Ors
Hearing dates: Tuesday 25th - Friday 28th April 2023","[('Hausfield & Co LLP', 'Appellant - Evans'), ('Baker McKenzie LLP; Allen & Overy LLP; Herbert Smith Freehills LLP; Slaughter and May; Macfarlanes LLP; Gibson, Dunn & Crutcher UK LLP; Latham & Watkins (London) LLP', '1st to 15th Respondents - Barclays Bank PLC & Ors'), ('Scott + Scott UK LLP', ""16th Respondent - O'Higgins""), ('Scott + Scott UK LLP', ""Appellant - O'Higgins""), ('Hausfield & Co LLP', '1st Respondent - Evans'), ('Baker McKenzie LLP; Allen & Overy LLP; Herbert Smith Freehills LLP; Slaughter and May; Macfarlanes LLP; Gibson, Dunn & Crutcher UK LLP; Latham & Watkins (London) LLP', '1st to 13th Respondents - Barclays Bank PLC & Ors and 1st to 2nd Proposed Objectors \x96 Barclays Bank PLC & Ors')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1306.html,"Hugo Cuddigan KC and Christopher Hall (instructed by Jones Day) for the Appellant
Tom Mitcheson KC, Miles Copeland and Alice Hart (instructed by Hogan Lovells International and Pinsent Masons LLP) for the Respondents
Hearing date : 31 October 2023","[('Jones Day', 'Appellant'), ('Hogan Lovells International and Pinsent Masons LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1383.html,"Charles Bradley (instructed by HMRC Solicitor's Office and Legal Services) for the Appellants
Jolyon Maugham KC and Georgia Hicks for the Respondent
Hearing date: 9 November 2023","[(""HMRC Solicitor's Office and Legal Services"", 'Appellants')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1388.html,"Simon Salzedo KC, Richard Eschwege KC, Michael Bolding and Crawford Jamieson (instructed by White & Case LLP) for the Appellant
Shaheed Fatima KC, Nicholas Sloboda and Veena Srirangam (instructed by Slaughter and May Solicitors) for the Respondents
Hearing Date: 15 November 2023","[('White & Case LLP', 'Appellant'), ('Slaughter and May Solicitors', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1412.html,"Roderick Cordara KC, Lyndsey Frawley and Ajay Ratan (instructed by DWF Law LLP) for the Appellant
Eleni Mitrophanous KC and Frederick Wilmot-Smith (instructed by HMRC Solicitor's Office and Legal Services) for the Respondents
Hearing dates : 1  3 November 2023","[('DWF Law LLP', 'Appellant'), (""HMRC Solicitor's Office and Legal Services"", 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1481.html,"Jonathan Peacock KC, John Brinsmead-Stockham KC and Edward Hellier (instructed by Slaughter and May) for the Individual Partner Appellants and the Partnership Respondents
Rupert Baldry KC, Thomas Chacko and James Kirby (instructed by HMRC Solicitors' Office and Legal Services) for HMRC
Hearing dates : 14th, 15th and 16th November 2023","[('Slaughter and May', 'Individual Partner Appellants and the Partnership Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1478.html,"Daniel Alexander KC and Ashton Chantrielle (instructed by Allen & Overy LLP) for the Appellants
Simon Malynicz KC, Geoffrey Pritchard and Daniel Selmi (instructed by Wilmer Cutler Pickering Hale and Dorr LLP) for the Respondents
Hearing dates : 5-6 December 2023","[('Allen & Overy LLP', 'Appellants'), ('Wilmer Cutler Pickering Hale and Dorr LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2023/1471.html,"Marie Demetriou KC and Daniel Piccinin KC (instructed by Steptoe & Johnson UK LLP and Arnold & Porter Kaye Scholer (UK) LLP) for the Appellants
Sarah Ford KC and Nicholas Gibson (instructed by Scott+Scott UK LLP) for the Respondent
Hearing dates: 15 and 16 November 2023","[('Steptoe & Johnson UK LLP and Arnold & Porter Kaye Scholer (UK) LLP', 'Appellants'), ('Scott+Scott UK LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/3.html,"Kevin Prosser QC and Barbara Belgrano (instructed by 
Ince Gordon Dadds LLP) for the Appellant
Akash Nawbatt QC and Sebastian Purnell (instructed by 
General Counsel and Solicitors to HM Revenue and Customs) for the Respondent
Hearing date: 25 November 2021","[('Ince Gordon Dadds LLP', 'Appellant'), ('General Counsel and Solicitors to HM Revenue and Customs', 'Respondent')]"
